"label","new_genomes/Aameric_YS121.v1.cds.fasta","new_genomes/Abit_YS124.v1.cds.fasta","new_genomes/Cang_YS89.v1.cds.fasta","new_genomes/Ccajan.v1.cds.fasta","new_genomes/Ccin_YS129.v1.cds.fasta","new_genomes/Cens_YS85.v1.cds.fasta","new_genomes/Cmolle_YS235.v1.cds.fasta","new_genomes/Cmuc_YS125.v1.cds.fasta","new_genomes/Cros_YS43.v1.cds.fasta","new_genomes/Ctet_YS88.v1.cds.fasta","new_genomes/Duni_YS76.v1.cds.fasta","new_genomes/Eind_YS44.hap1.v1.cds.fasta","new_genomes/GmaxWm82ISU_01_724_v2.1.cds_primaryTranscriptOnly.fa","new_genomes/Gstr_YS140.v1.cds.fasta","new_genomes/HpodTM013.v1.cds.fasta","new_genomes/Isuf_YS112.v1.cds.fasta","new_genomes/Itin_YS146.v1.cds.fasta","new_genomes/Lcun_YS151.v1.cds.fasta","new_genomes/Lpur_YS149.v1.cds.fasta","new_genomes/Matro_YS75.v1.cds.fasta","new_genomes/Maxil_YS73.v1.cds.fasta","new_genomes/Mlat_YS84.v1.cds.fasta","new_genomes/Mpru_YS155.v1.cds.fasta","new_genomes/Msam_YS158.v1.cds.fasta","new_genomes/Pero_YS156.v1.cds.fasta","new_genomes/Plobssplob_YS90.hap1.v1.cds.fasta","new_genomes/Plun_YS103.v1.cds.fasta","new_genomes/Pmon_YS87.hap1.v1.cds.fasta","new_genomes/Pmonvarlob_YS172.hap1.v1.cds.fasta","new_genomes/Ptet_YS159.v1.cds.fasta","new_genomes/Rmin_YS79.v1.cds.fasta","new_genomes/Shelov_YS99.v1.cds.fasta","new_genomes/Smacrob_YS261.v1.cds.fasta","new_genomes/Tlab_YS204.v1.cds.fasta","new_genomes/Tunci_YS212.v1.cds.fasta","new_genomes/Vvexilla_YS115.hap1.v1.cds.fasta","Pvul218cds.fa","TAIR10cds.fa","Vung469cds.fa","Zmarina_668_v3.1.cds_primaryTranscriptOnly.fa"
"Isuf_YS112.v1.contig_516_pilon.g214470.t1","0.776","0.711","0.609","0.304","0.658","0.680","0.676","0.647","0.682","0.304","0.728","0.682","0.738","0.466","0.723","","0.031","0.626","0.894","0.909","0.793","0.899","0.758","0.841","0.874","0.650","0.891","0.738","0.909","0.842","0.737","0.797","0.800","0.650","0.743","0.833","0.833","2.408","0.863","2.564"
"Isuf_YS112.v1.contig_4653_pilon.g185210.t1","0.815","0.751","0.649","0.344","0.697","0.720","0.716","0.686","0.721","0.344","0.768","0.721","0.777","0.505","0.763","","0.181","0.666","0.933","0.949","0.833","0.939","0.797","0.881","0.914","0.690","0.931","0.778","0.949","0.881","0.777","0.836","0.840","0.690","0.783","0.872","0.873","2.448","0.903","2.604"
"Isuf_YS112.v1.contig_6337_pilon.g263350.t1","0.797","0.733","0.631","0.326","0.679","0.702","0.698","0.669","0.703","0.326","0.750","0.703","0.760","0.487","0.745","","0.163","0.648","0.915","0.931","0.815","0.921","0.779","0.863","0.896","0.672","0.913","0.760","0.931","0.864","0.759","0.819","0.822","0.672","0.765","0.854","0.855","2.430","0.885","2.586"
"Itin_YS146.v1.contig_172_pilon.g109290.t1","0.813","0.749","0.647","0.341","0.695","0.718","0.714","0.684","0.719","0.341","0.766","0.719","0.775","0.503","0.761","0.163","","0.664","0.931","0.947","0.831","0.936","0.795","0.878","0.912","0.688","0.929","0.775","0.947","0.879","0.775","0.834","0.837","0.688","0.781","0.870","0.871","2.445","0.901","2.602"
"Isuf_YS112.v1.contig_4653_pilon.g185160.t1","0.713","0.649","0.547","0.197","0.595","0.618","0.614","0.585","0.619","0.197","0.666","0.619","0.675","0.403","0.661","","0.019","0.564","0.831","0.847","0.731","0.837","0.695","0.779","0.812","0.588","0.829","0.676","0.847","0.779","0.675","0.735","0.738","0.588","0.681","0.770","0.771","2.346","0.801","2.502"
"Isuf_YS112.v1.contig_6337_pilon.g263410.t1","0.713","0.649","0.547","0.197","0.595","0.618","0.614","0.585","0.619","0.197","0.666","0.619","0.675","0.403","0.661","","0.019","0.564","0.831","0.847","0.731","0.837","0.695","0.779","0.812","0.588","0.829","0.676","0.847","0.779","0.675","0.735","0.738","0.588","0.681","0.770","0.771","2.346","0.801","2.502"
"Itin_YS146.v1.contig_172_pilon.g109330.t1","0.722","0.657","0.556","0.205","0.604","0.626","0.622","0.593","0.628","0.205","0.674","0.628","0.684","0.412","0.669","0.019","","0.572","0.840","0.855","0.739","0.845","0.704","0.787","0.820","0.596","0.838","0.684","0.855","0.788","0.683","0.743","0.746","0.596","0.689","0.779","0.779","2.354","0.810","2.510"
"Ctet_YS88.v1.contig_175_pilon.g061610.t1","0.746","0.681","0.580","0.000","0.628","0.650","0.646","0.617","0.652","","0.698","0.652","0.708","0.436","0.693","0.197","0.205","0.596","0.864","0.879","0.763","0.869","0.728","0.811","0.844","0.620","0.862","0.708","0.879","0.812","0.707","0.767","0.770","0.620","0.713","0.803","0.803","2.378","0.834","2.534"
"Ccajan.v1.contig_1751_pilon.g189680.t1","0.746","0.681","0.580","","0.628","0.650","0.646","0.617","0.652","0.000","0.698","0.652","0.708","0.436","0.693","0.197","0.205","0.596","0.864","0.879","0.763","0.869","0.728","0.811","0.844","0.620","0.862","0.708","0.879","0.812","0.707","0.767","0.770","0.620","0.713","0.803","0.803","2.378","0.834","2.534"
"Gstr_YS140.v1.contig_223_pilon.g103780.t1","0.696","0.632","0.530","0.437","0.578","0.601","0.597","0.568","0.602","0.437","0.649","0.602","0.659","","0.644","0.404","0.413","0.547","0.814","0.830","0.714","0.820","0.678","0.762","0.795","0.571","0.812","0.659","0.830","0.763","0.658","0.718","0.721","0.571","0.664","0.754","0.754","2.329","0.784","2.485"
"Gstr_YS140.v1.contig_223_pilon.g103770.t1","0.696","0.631","0.530","0.436","0.578","0.600","0.596","0.567","0.602","0.436","0.648","0.602","0.658","","0.643","0.403","0.412","0.546","0.814","0.829","0.714","0.819","0.678","0.761","0.794","0.570","0.812","0.658","0.829","0.762","0.657","0.717","0.720","0.570","0.663","0.753","0.753","2.328","0.784","2.485"
"Tlab_YS204.v1.contig_2818_pilon.g0612340.t1","0.730","0.374","0.248","0.620","0.321","0.582","0.579","0.000","0.584","0.620","0.631","0.584","0.640","0.570","0.625","0.588","0.596","0.322","0.796","0.812","0.696","0.801","0.660","0.743","0.777","0.000","0.794","0.640","0.812","0.744","0.639","0.699","0.702","","0.645","0.735","0.736","2.363","0.766","2.519"
"Plobssplob_YS90.hap1.v1.h1tg000017l.g264500.t1","0.730","0.374","0.248","0.620","0.321","0.582","0.579","0.000","0.584","0.620","0.631","0.584","0.640","0.570","0.625","0.588","0.596","0.322","0.796","0.812","0.696","0.801","0.660","0.743","0.777","","0.794","0.640","0.812","0.744","0.639","0.699","0.702","0.000","0.645","0.735","0.736","2.363","0.766","2.519"
"Cmuc_YS125.v1.contig_116_pilon.g075530.t1","0.730","0.374","0.248","0.620","0.321","0.582","0.579","","0.584","0.620","0.631","0.584","0.640","0.570","0.625","0.588","0.596","0.322","0.796","0.812","0.696","0.801","0.660","0.743","0.777","0.000","0.794","0.640","0.812","0.744","0.639","0.699","0.702","0.000","0.645","0.735","0.736","2.363","0.766","2.519"
"Cmuc_YS125.v1.contig_117_pilon.g077830.t1","0.727","0.371","0.245","0.617","0.318","0.579","0.575","","0.581","0.617","0.628","0.581","0.637","0.567","0.622","0.585","0.593","0.319","0.793","0.809","0.693","0.798","0.657","0.740","0.774","0.028","0.791","0.637","0.809","0.741","0.636","0.696","0.699","0.028","0.642","0.732","0.732","2.359","0.763","2.516"
"Cang_YS89.v1.contig_1601_pilon.g114210.t1","0.711","0.355","","0.601","0.301","0.563","0.559","0.266","0.565","0.601","0.611","0.565","0.621","0.551","0.606","0.568","0.577","0.303","0.776","0.792","0.676","0.782","0.641","0.724","0.757","0.269","0.774","0.621","0.792","0.725","0.620","0.680","0.683","0.269","0.626","0.716","0.716","2.343","0.746","2.499"
"Cang_YS89.v1.contig_1601_pilon.g114220.t1","0.690","0.334","","0.580","0.280","0.542","0.538","0.245","0.543","0.580","0.590","0.543","0.600","0.530","0.585","0.547","0.556","0.282","0.755","0.771","0.655","0.761","0.619","0.703","0.736","0.248","0.753","0.600","0.771","0.704","0.599","0.659","0.662","0.248","0.605","0.695","0.695","2.322","0.725","2.478"
"Cang_YS89.v1.contig_1601_pilon.g114240.t1","0.700","0.344","","0.590","0.291","0.552","0.548","0.255","0.554","0.590","0.600","0.554","0.610","0.540","0.595","0.557","0.566","0.292","0.766","0.781","0.666","0.771","0.630","0.713","0.747","0.258","0.764","0.610","0.781","0.714","0.609","0.669","0.672","0.258","0.615","0.705","0.705","2.332","0.736","2.489"
"Abit_YS124.v1.contig_54_pilon.g107470.t1","0.805","","0.348","0.695","0.213","0.657","0.653","0.385","0.659","0.695","0.706","0.659","0.715","0.645","0.700","0.663","0.671","0.397","0.871","0.887","0.771","0.876","0.735","0.818","0.852","0.388","0.869","0.715","0.887","0.819","0.714","0.774","0.777","0.381","0.720","0.810","0.810","2.437","0.841","2.594"
"Abit_YS124.v1.contig_54_pilon.g107450.t1","0.803","","0.345","0.693","0.211","0.655","0.651","0.383","0.657","0.693","0.703","0.657","0.713","0.643","0.698","0.660","0.669","0.395","0.869","0.884","0.768","0.874","0.733","0.816","0.849","0.386","0.866","0.713","0.884","0.817","0.712","0.772","0.775","0.378","0.718","0.808","0.808","2.435","0.838","2.592"
"Abit_YS124.v1.contig_1432_pilon.g006980.t1","0.792","","0.335","0.682","0.201","0.645","0.641","0.372","0.646","0.682","0.693","0.646","0.702","0.632","0.688","0.650","0.658","0.384","0.858","0.874","0.758","0.864","0.722","0.806","0.839","0.375","0.856","0.703","0.874","0.806","0.702","0.761","0.765","0.368","0.708","0.797","0.798","2.425","0.828","2.581"
"Abit_YS124.v1.contig_54_pilon.g107490.t1","0.791","","0.334","0.681","0.200","0.643","0.640","0.371","0.645","0.681","0.692","0.645","0.701","0.631","0.686","0.649","0.657","0.383","0.857","0.873","0.757","0.862","0.721","0.804","0.838","0.374","0.855","0.701","0.873","0.805","0.700","0.760","0.763","0.367","0.706","0.796","0.797","2.424","0.827","2.580"
"Ccin_YS129.v1.contig_503_pilon.g092440.t1","0.738","0.200","0.280","0.628","","0.590","0.586","0.318","0.592","0.628","0.638","0.592","0.648","0.578","0.633","0.595","0.604","0.330","0.804","0.819","0.703","0.809","0.668","0.751","0.784","0.321","0.801","0.648","0.819","0.752","0.647","0.707","0.710","0.314","0.653","0.743","0.743","2.370","0.773","2.527"
"Tlab_YS204.v1.contig_1080_pilon.g0067690.t1","0.745","0.372","0.288","0.635","0.318","0.598","0.594","0.325","0.599","0.635","0.646","0.599","0.655","0.585","0.641","0.603","0.611","0.337","0.811","0.827","0.711","0.817","0.675","0.759","0.792","0.328","0.809","0.656","0.827","0.759","0.655","0.714","0.718","","0.661","0.750","0.751","2.378","0.781","2.534"
"Tlab_YS204.v1.contig_1080_pilon.g0067700.t1","0.741","0.367","0.283","0.631","0.314","0.593","0.589","0.321","0.595","0.631","0.641","0.595","0.651","0.581","0.636","0.598","0.607","0.333","0.806","0.822","0.706","0.812","0.671","0.754","0.787","0.324","0.804","0.651","0.822","0.755","0.650","0.710","0.713","","0.656","0.746","0.746","2.373","0.776","2.529"
"Lcun_YS151.v1.contig_4_pilon.g273190.t1","0.810","0.487","0.386","0.700","0.434","0.662","0.659","0.423","0.664","0.700","0.711","0.664","0.720","0.650","0.706","0.668","0.676","","0.876","0.892","0.776","0.881","0.740","0.823","0.857","0.426","0.874","0.720","0.892","0.824","0.719","0.779","0.782","0.426","0.726","0.815","0.816","2.443","0.846","2.599"
"Lcun_YS151.v1.contig_4_pilon.g273230.t1","0.859","0.536","0.435","0.749","0.483","0.711","0.708","0.472","0.713","0.749","0.760","0.713","0.769","0.699","0.754","0.717","0.725","","0.925","0.941","0.825","0.930","0.789","0.872","0.906","0.475","0.923","0.769","0.941","0.873","0.768","0.828","0.831","0.475","0.774","0.864","0.865","2.492","0.895","2.648"
"Lcun_YS151.v1.contig_4_pilon.g273430.t1","0.794","0.471","0.369","0.684","0.418","0.646","0.642","0.407","0.648","0.684","0.695","0.648","0.704","0.634","0.689","0.652","0.660","","0.860","0.876","0.760","0.865","0.724","0.807","0.841","0.410","0.858","0.704","0.876","0.808","0.703","0.763","0.766","0.410","0.709","0.799","0.799","2.426","0.830","2.583"
"Lcun_YS151.v1.contig_4_pilon.g273270.t1","0.787","0.464","0.362","0.677","0.410","0.639","0.635","0.399","0.640","0.677","0.687","0.640","0.697","0.627","0.682","0.644","0.653","","0.852","0.868","0.752","0.858","0.716","0.800","0.833","0.403","0.850","0.697","0.868","0.801","0.696","0.756","0.759","0.403","0.702","0.792","0.792","2.419","0.822","2.575"
"Lcun_YS151.v1.contig_4_pilon.g273340.t1","0.778","0.455","0.354","0.668","0.402","0.631","0.627","0.391","0.632","0.668","0.679","0.632","0.688","0.618","0.674","0.636","0.644","","0.844","0.860","0.744","0.849","0.708","0.791","0.825","0.394","0.842","0.688","0.860","0.792","0.688","0.747","0.750","0.394","0.694","0.783","0.784","2.411","0.814","2.567"
"Lcun_YS151.v1.contig_4_pilon.g273150.t1","0.770","0.447","0.345","0.660","0.393","0.622","0.618","0.383","0.624","0.660","0.670","0.624","0.680","0.610","0.665","0.627","0.636","","0.835","0.851","0.735","0.841","0.700","0.783","0.816","0.386","0.833","0.680","0.851","0.784","0.679","0.739","0.742","0.386","0.685","0.775","0.775","2.402","0.805","2.558"
"Lcun_YS151.v1.contig_4_pilon.g273400.t1","0.764","0.441","0.339","0.654","0.387","0.616","0.612","0.377","0.618","0.654","0.664","0.618","0.674","0.604","0.659","0.621","0.630","","0.829","0.845","0.729","0.835","0.694","0.777","0.810","0.380","0.827","0.674","0.845","0.778","0.673","0.733","0.736","0.380","0.679","0.769","0.769","2.396","0.799","2.552"
"Lcun_YS151.v1.contig_4_pilon.g273350.t1","0.740","0.417","0.316","0.630","0.364","0.592","0.589","0.353","0.594","0.630","0.641","0.594","0.650","0.580","0.635","0.598","0.606","","0.806","0.822","0.706","0.811","0.670","0.753","0.787","0.356","0.804","0.650","0.822","0.754","0.649","0.709","0.712","0.356","0.655","0.745","0.746","2.373","0.776","2.529"
"Lcun_YS151.v1.contig_1407_pilon.g084570.t1","0.706","0.383","0.282","0.596","0.330","0.559","0.555","0.319","0.560","0.596","0.607","0.560","0.616","0.546","0.602","0.564","0.572","","0.772","0.788","0.672","0.777","0.636","0.719","0.753","0.322","0.770","0.616","0.788","0.720","0.615","0.675","0.678","0.322","0.622","0.711","0.712","2.339","0.742","2.495"
"Gstr_YS140.v1.contig_223_pilon.g103070.t1","0.774","0.658","0.556","0.664","0.604","0.478","0.386","0.509","0.479","0.664","0.577","0.479","0.586","","0.572","0.607","0.592","0.573","0.742","0.758","0.642","0.748","0.606","0.690","0.723","0.508","0.740","0.587","0.758","0.690","0.586","0.645","0.649","0.507","0.592","0.681","0.682","2.407","0.712","2.563"
"Gstr_YS140.v1.contig_223_pilon.g103010.t1","0.770","0.653","0.551","0.660","0.599","0.473","0.381","0.504","0.475","0.660","0.572","0.475","0.582","","0.567","0.602","0.588","0.568","0.738","0.753","0.637","0.743","0.602","0.685","0.718","0.503","0.735","0.582","0.753","0.686","0.581","0.641","0.644","0.502","0.587","0.677","0.677","2.402","0.707","2.558"
"Cmolle_YS235.v1.contig_71_pilon.g232150.t1","0.756","0.640","0.538","0.646","0.586","0.460","","0.491","0.461","0.646","0.559","0.461","0.568","0.381","0.554","0.589","0.574","0.555","0.724","0.740","0.624","0.730","0.588","0.672","0.705","0.490","0.722","0.569","0.740","0.672","0.568","0.627","0.631","0.489","0.574","0.663","0.664","2.389","0.694","2.545"
"Eind_YS44.hap1.v1.h1tg000012l.g140020.t1","0.762","0.645","0.543","0.652","0.592","0.007","0.461","0.496","0.000","0.652","0.564","","0.574","0.475","0.559","0.594","0.580","0.560","0.730","0.745","0.629","0.735","0.594","0.677","0.710","0.495","0.727","0.574","0.745","0.678","0.573","0.633","0.636","0.494","0.579","0.669","0.669","2.394","0.700","2.551"
"Cros_YS43.v1.contig_269_pilon.g124840.t1","0.762","0.645","0.543","0.652","0.592","0.007","0.461","0.496","","0.652","0.564","0.000","0.574","0.475","0.559","0.594","0.580","0.560","0.730","0.745","0.629","0.735","0.594","0.677","0.710","0.495","0.727","0.574","0.745","0.678","0.573","0.633","0.636","0.494","0.579","0.669","0.669","2.394","0.700","2.551"
"Cens_YS85.v1.contig_364_pilon.g093200.t1","0.760","0.643","0.542","0.650","0.590","","0.460","0.495","0.007","0.650","0.563","0.007","0.572","0.473","0.558","0.593","0.578","0.559","0.728","0.744","0.628","0.733","0.592","0.675","0.709","0.494","0.726","0.572","0.744","0.676","0.571","0.631","0.634","0.493","0.578","0.667","0.668","2.393","0.698","2.549"
"Tlab_YS204.v1.contig_4349_pilon.g0817090.t1","0.746","0.629","0.478","0.636","0.576","0.472","0.488","0.007","0.474","0.636","0.278","0.474","0.496","0.492","0.273","0.516","0.502","0.530","0.651","0.667","0.551","0.657","0.515","0.599","0.632","0.028","0.649","0.496","0.667","0.600","0.287","0.555","0.558","","0.501","0.591","0.591","2.378","0.621","2.535"
"Cmuc_YS125.v1.contig_112_pilon.g063600.t1","0.741","0.624","0.473","0.631","0.570","0.466","0.483","","0.469","0.631","0.273","0.469","0.490","0.487","0.267","0.511","0.496","0.525","0.646","0.662","0.546","0.652","0.510","0.594","0.627","0.022","0.644","0.490","0.662","0.594","0.281","0.549","0.553","0.007","0.496","0.585","0.586","2.373","0.616","2.529"
"Tlab_YS204.v1.contig_731_pilon.g0942200.t1","0.738","0.622","0.470","0.628","0.568","0.464","0.481","0.021","0.467","0.628","0.270","0.467","0.488","0.485","0.265","0.508","0.494","0.523","0.644","0.660","0.544","0.649","0.508","0.591","0.625","0.001","0.642","0.488","0.660","0.592","0.279","0.547","0.550","","0.493","0.583","0.583","2.371","0.614","2.527"
"Plobssplob_YS90.hap1.v1.h1tg000017l.g265130.t1","0.739","0.623","0.472","0.629","0.569","0.465","0.482","0.022","0.468","0.629","0.271","0.468","0.489","0.486","0.266","0.509","0.495","0.524","0.645","0.661","0.545","0.650","0.509","0.592","0.626","","0.643","0.489","0.661","0.593","0.280","0.548","0.551","0.001","0.494","0.584","0.585","2.372","0.615","2.528"
"Rmin_YS79.v1.contig_167_pilon.g040330.t1","0.817","0.700","0.549","0.707","0.647","0.543","0.559","0.281","0.546","0.707","0.016","0.546","0.567","0.564","0.085","0.587","0.573","0.602","0.723","0.738","0.623","0.728","0.587","0.670","0.703","0.280","0.721","0.567","0.738","0.671","","0.626","0.629","0.279","0.572","0.662","0.662","2.449","0.693","2.606"
"Duni_YS76.v1.contig_208_pilon.g153630.t1","0.808","0.692","0.541","0.698","0.638","0.534","0.551","0.273","0.537","0.698","","0.537","0.558","0.555","0.077","0.579","0.564","0.593","0.714","0.730","0.614","0.719","0.578","0.661","0.695","0.271","0.712","0.558","0.730","0.662","0.016","0.617","0.620","0.270","0.563","0.653","0.654","2.441","0.684","2.597"
"HpodTM013.v1.contig_2358_pilon.g085090.t1","0.803","0.686","0.535","0.693","0.633","0.529","0.546","0.267","0.532","0.693","0.077","0.532","0.553","0.550","","0.573","0.559","0.588","0.709","0.725","0.609","0.714","0.573","0.656","0.690","0.266","0.707","0.553","0.725","0.657","0.085","0.612","0.615","0.265","0.558","0.648","0.648","2.436","0.679","2.592"
"Eind_YS44.hap1.v1.h1tg000012l.g140000.t1","0.797","0.680","0.429","0.687","0.626","0.009","0.293","0.469","0.000","0.687","0.537","","0.446","0.166","0.532","0.410","0.396","0.481","0.602","0.618","0.502","0.608","0.466","0.550","0.583","0.468","0.600","0.446","0.618","0.550","0.546","0.505","0.508","0.467","0.452","0.541","0.542","2.429","0.572","2.585"
"Cros_YS43.v1.contig_269_pilon.g124810.t1","0.797","0.680","0.429","0.687","0.626","0.009","0.293","0.469","","0.687","0.537","0.000","0.446","0.166","0.532","0.410","0.396","0.481","0.602","0.618","0.502","0.608","0.466","0.550","0.583","0.468","0.600","0.446","0.618","0.550","0.546","0.505","0.508","0.467","0.452","0.541","0.542","2.429","0.572","2.585"
"Cens_YS85.v1.contig_364_pilon.g093220.t1","0.794","0.677","0.426","0.684","0.624","","0.291","0.466","0.009","0.684","0.534","0.009","0.444","0.164","0.529","0.408","0.393","0.479","0.600","0.615","0.499","0.605","0.464","0.547","0.580","0.465","0.597","0.444","0.615","0.548","0.543","0.503","0.506","0.464","0.449","0.539","0.539","2.426","0.570","2.583"
"Eind_YS44.hap1.v1.h1tg000012l.g140010.t1","0.798","0.682","0.430","0.688","0.628","0.007","0.295","0.471","0.000","0.688","0.539","","0.448","0.168","0.533","0.412","0.398","0.483","0.604","0.620","0.504","0.609","0.468","0.551","0.585","0.470","0.602","0.448","0.620","0.552","0.547","0.507","0.510","0.469","0.453","0.543","0.543","2.431","0.574","2.587"
"Cros_YS43.v1.contig_269_pilon.g124820.t1","0.798","0.682","0.430","0.688","0.628","0.007","0.295","0.471","","0.688","0.539","0.000","0.448","0.168","0.533","0.412","0.398","0.483","0.604","0.620","0.504","0.609","0.468","0.551","0.585","0.470","0.602","0.448","0.620","0.552","0.547","0.507","0.510","0.469","0.453","0.543","0.543","2.431","0.574","2.587"
"Cens_YS85.v1.contig_364_pilon.g093210.t1","0.800","0.684","0.432","0.690","0.630","","0.297","0.473","0.007","0.690","0.541","0.007","0.450","0.170","0.535","0.414","0.400","0.485","0.606","0.622","0.506","0.611","0.470","0.553","0.587","0.472","0.604","0.450","0.622","0.554","0.549","0.509","0.512","0.470","0.455","0.545","0.545","2.433","0.576","2.589"
"Gstr_YS140.v1.contig_223_pilon.g103090.t1","0.860","0.743","0.492","0.750","0.689","0.209","0.356","0.532","0.211","0.750","0.600","0.211","0.509","","0.595","0.473","0.459","0.544","0.665","0.681","0.565","0.670","0.529","0.612","0.646","0.531","0.663","0.509","0.681","0.613","0.609","0.568","0.571","0.530","0.515","0.604","0.605","2.492","0.635","2.648"
"Gstr_YS140.v1.contig_223_pilon.g103080.t1","0.891","0.775","0.523","0.781","0.721","0.240","0.388","0.564","0.243","0.781","0.632","0.243","0.541","","0.626","0.505","0.491","0.576","0.697","0.713","0.597","0.702","0.561","0.644","0.678","0.563","0.695","0.541","0.713","0.645","0.640","0.600","0.603","0.561","0.546","0.636","0.636","2.524","0.667","2.680"
"Gstr_YS140.v1.contig_223_pilon.g103110.t1","0.831","0.714","0.463","0.721","0.661","0.180","0.328","0.503","0.183","0.721","0.571","0.183","0.481","","0.566","0.445","0.430","0.516","0.637","0.652","0.536","0.642","0.501","0.584","0.617","0.502","0.634","0.481","0.652","0.585","0.580","0.540","0.543","0.501","0.486","0.576","0.576","2.463","0.606","2.620"
"Gstr_YS140.v1.contig_223_pilon.g103100.t1","0.815","0.698","0.447","0.705","0.645","0.164","0.311","0.487","0.166","0.705","0.555","0.166","0.465","","0.550","0.428","0.414","0.499","0.620","0.636","0.520","0.626","0.484","0.568","0.601","0.486","0.618","0.465","0.636","0.569","0.564","0.524","0.527","0.485","0.470","0.560","0.560","2.447","0.590","2.604"
"Cmolle_YS235.v1.contig_71_pilon.g232180.t1","0.811","0.694","0.443","0.700","0.640","0.291","","0.483","0.293","0.700","0.551","0.293","0.460","0.311","0.546","0.424","0.410","0.495","0.616","0.632","0.516","0.621","0.480","0.563","0.597","0.482","0.614","0.460","0.632","0.564","0.559","0.519","0.522","0.481","0.465","0.555","0.556","2.443","0.586","2.599"
"Cmolle_YS235.v1.contig_71_pilon.g232170.t1","0.828","0.711","0.460","0.718","0.658","0.368","","0.500","0.370","0.718","0.568","0.370","0.478","0.389","0.563","0.442","0.427","0.513","0.634","0.649","0.533","0.639","0.498","0.581","0.614","0.499","0.631","0.478","0.649","0.582","0.577","0.537","0.540","0.498","0.483","0.573","0.573","2.460","0.603","2.617"
"Cmolle_YS235.v1.contig_71_pilon.g232160.t1","0.821","0.704","0.453","0.711","0.651","0.360","","0.493","0.363","0.711","0.561","0.363","0.471","0.381","0.556","0.434","0.420","0.505","0.626","0.642","0.526","0.632","0.490","0.574","0.607","0.492","0.624","0.471","0.642","0.575","0.570","0.530","0.533","0.491","0.476","0.565","0.566","2.453","0.596","2.610"
"Itin_YS146.v1.contig_172_pilon.g109990.t1","0.824","0.707","0.456","0.714","0.654","0.393","0.410","0.496","0.396","0.714","0.564","0.396","0.474","0.414","0.559","0.084","","0.509","0.630","0.645","0.529","0.635","0.494","0.577","0.610","0.495","0.627","0.474","0.645","0.578","0.573","0.533","0.536","0.494","0.479","0.569","0.569","2.456","0.599","2.613"
"Isuf_YS112.v1.contig_4653_pilon.g184530.t1","0.838","0.722","0.470","0.728","0.668","0.408","0.424","0.511","0.410","0.728","0.579","0.410","0.488","0.428","0.573","","0.084","0.523","0.644","0.659","0.544","0.649","0.508","0.591","0.625","0.509","0.642","0.488","0.659","0.592","0.587","0.547","0.550","0.508","0.493","0.583","0.583","2.471","0.614","2.627"
"Itin_YS146.v1.contig_172_pilon.g110000.t1","0.828","0.712","0.460","0.718","0.658","0.398","0.414","0.501","0.400","0.718","0.569","0.400","0.478","0.418","0.564","0.138","","0.513","0.634","0.650","0.534","0.639","0.498","0.581","0.615","0.500","0.632","0.478","0.650","0.582","0.577","0.537","0.540","0.499","0.483","0.573","0.574","2.461","0.604","2.617"
"Vvexilla_YS115.hap1.v1.h1tg000015l.g236020.t1","0.913","0.796","0.410","0.803","0.743","0.539","0.555","0.585","0.541","0.803","0.519","0.541","0.428","0.560","0.514","0.583","0.569","0.463","0.584","0.600","0.281","0.589","0.448","0.531","0.565","0.584","0.582","0.428","0.600","0.532","0.528","0.150","0.367","0.455","0.433","","0.186","2.545","0.151","2.702"
"Vigun07g039700.1","0.944","0.827","0.441","0.834","0.773","0.570","0.586","0.616","0.572","0.834","0.550","0.572","0.459","0.590","0.544","0.614","0.599","0.494","0.615","0.630","0.311","0.620","0.479","0.562","0.595","0.615","0.612","0.459","0.630","0.563","0.559","0.181","0.398","0.486","0.464","0.151","0.217","2.576","","2.732"
"Shelov_YS99.v1.contig_213_pilon.g078220.t1","0.877","0.760","0.375","0.767","0.707","0.503","0.519","0.549","0.505","0.767","0.483","0.505","0.392","0.524","0.478","0.547","0.533","0.427","0.548","0.564","0.245","0.553","0.412","0.495","0.529","0.548","0.546","0.392","0.564","0.496","0.492","","0.331","0.420","0.397","0.150","0.121","2.509","0.181","2.666"
"Phvul.007G246600.1","0.913","0.797","0.411","0.803","0.743","0.539","0.556","0.586","0.542","0.803","0.520","0.542","0.429","0.560","0.514","0.583","0.569","0.463","0.584","0.600","0.281","0.590","0.448","0.532","0.565","0.585","0.582","0.429","0.600","0.532","0.529","0.121","0.368","0.456","0.434","0.186","","2.546","0.217","2.702"
"Maxil_YS73.v1.contig_322_pilon.g233620.t1","0.874","0.757","0.371","0.763","0.703","0.499","0.516","0.546","0.502","0.763","0.480","0.502","0.389","0.520","0.474","0.544","0.529","0.424","0.544","0.560","","0.550","0.409","0.492","0.525","0.545","0.542","0.389","0.560","0.493","0.489","0.245","0.328","0.416","0.394","0.281","0.281","2.506","0.311","2.662"
"Smacrob_YS261.v1.contig_3957_pilon.g150490.t1","0.880","0.763","0.378","0.770","0.710","0.506","0.522","0.553","0.508","0.770","0.486","0.508","0.395","0.527","0.481","0.550","0.536","0.430","0.551","0.567","0.328","0.556","0.415","0.498","0.532","0.551","0.549","0.395","0.567","0.499","0.495","0.331","","0.423","0.401","0.367","0.368","2.512","0.398","2.669"
